No.,Temple Name,Type,Temple Address,Villages,Districts,Regency,Province,Pos code,Latitude,Longitude
154,Banjar Pasekan Buduk,Balai Banjar,"Jl. Kahyangan No.10, Buduk, Mengwi, Badung, Bali, 80351",Buduk,Mengwi,Badung,Bali,80351,-8.6064262,115.1594798
155,Banjar Puseh Desa Pakraman Pedungan,Balai Banjar,"Jalan Pulau Bungin, Denpasar, Bali",0,0,Denpasar,Bali,0,-8.6864986,115.2062611
156,Banjar Sental Kangin,Balai Banjar,"Jl. Sentalkangin, Ped, Nusapenida, Klungkung, Bali, 80771",Ped,Nusapenida,Klungkung,Bali,80771,-8.6768149,115.5345343
157,Banjar Susut Desa Baru Marga Tabanan,Balai Banjar,"Sulahan, Susut, Bangli, Bali",Sulahan,Susut,Bangli,Bali,0,-8.3889801,115.176676
158,Banjar Suwung Batan Kendal,Balai Banjar,"Jl. Suwung Batan Kendal No.108, Sesetan, Denpasar Selatan, Kota Denpasar, Bali, 80223",Sesetan,Denpasar Selatan,Kota Denpasar,Bali,80223,-8.710644,115.2244083
159,Banjar Tampuagan,Balai Banjar,"Karangasem, Karangasem, Bali, 80811",0,Karangasem,Karangasem,Bali,80811,-8.4449512,115.6125567
160,Bujangga waisnawa,,"Jl. Pulau Menjangan, Pegadungan, Sukasada, Buleleng, Bali, 81161",Pegadungan,Sukasada,Buleleng,Bali,81161,-8.1493968,115.129909
161,Bukit bayan temple,,"Sakti, Nusapenida, Klungkung, Bali, 80771",Sakti,Nusapenida,Klungkung,Bali,80771,-8.6956395,115.4814755
162,Bukit Mende,,"Unnamed Road,, Kubutambahan, Buleleng, Bali, 81172",,Kubutambahan,Buleleng,Bali,81172,-8.1566621,115.3476346
163,Bukit Ngandang Spirit,,"Antiga, Manggis, Karangasem, Bali, 80871",Antiga,Manggis,Karangasem,Bali,80871,-8.5364772,115.4986882
164,Bukit Pucaksari Pangi,,"Karangasem Banjar PANGI, PANGI, Karangasem, Karangasem, Bali, 80811",PANGI,Karangasem,Karangasem,Bali,80811,-8.4244659,115.6114714
165,Bukit Temple,,"Jalan Raya Tegallalang, Kedisan, Tegallalang, Kedisan, Gianyar, Bali, 80561",0,Tegallalang,Gianyar,Bali,80561,-8.4173613,115.2919459
166,Bukit Tenayang Temple,,"Galungan, Sawan, Buleleng, Bali, 81171",Galungan,Sawan,Buleleng,Bali,81171,-8.1865137,115.2068334
167,Bura Ulun Desa,,"Desa Pakraman Nagasari, Lumbung Kauh, Selemadeg Barat, Tabanan, Bali, 82162",Lumbung Kauh,Selemadeg Barat,Tabanan,Bali,82162,-8.4524283,114.9815969
168,Bwarbwaran Temple,,"Seraya, Karangasem, Karangasem, Bali, 80811",Seraya,Karangasem,Karangasem,Bali,80811,-8.4263603,115.6686772
169,Cagar Budaya,,"Jl. Raya Alas Kedaton, Kukuh, Marga, Tabanan, Bali, 82121",Kukuh,Marga,Tabanan,Bali,82121,-8.5240236,115.1518541
170,Campuhan tiga,,"Tangguntiti, Selemadeg Timur, Tabanan, Bali, 82161",Tangguntiti,Selemadeg Timur,Tabanan,Bali,82161,-8.5481059,115.0602637
171,Candi Agung Garuda Kala Mukti,,"Unnamed Road, Pangsan, Petang, Badung, Bali, 80353",Pangsan,Petang,Badung,Bali,80353,-8.3963764,115.2123433
172,Candi BENTAR,Pribadi,"Jl. Pantai Peminge, Benoa, Kuta Selatan, Badung, Bali",Benoa,Kuta Selatan,Badung,Bali,0,-8.8077153,115.2315992
173,Candi Luhur Moksajati,,"Sumberjoyo, Kumendung, Muncar, Banyuwangi, East Java 68472",Kumendung,Muncar,Banyuwangi,Jawa Timur ,68472,-8.3865947,114.3432478
174,Candi Mas Temple,,"Pancasari, Sukasada, Buleleng, Bali, 82191",Pancasari,Sukasada,Buleleng,Bali,82191,-8.2563564,115.1463747
175,Candi Narmada Temple,,"Pemogan, Denpasar Selatan, Kota Denpasar, Bali, 80361",Pemogan,Denpasar Selatan,Kota Denpasar,Bali,80361,-8.7271026,115.1889854
176,Candi Tebing Gunung Kawi,,"Banjar penaka, Tampaksiring, Gianyar, Bali, 80552",Banjar penaka,Tampaksiring,Gianyar,Bali,80552,-8.4230656,115.3123232
177,Candi tebing kelebutan,,"Pejeng, Tampaksiring, Gianyar, Bali, 80552",Pejeng,Tampaksiring,Gianyar,Bali,80552,-8.516388,115.287067
178,Candi Tebing Tegallingah,,"Bedulu, Blahbatuh, Gianyar, Bali, 80581",Bedulu,Blahbatuh,Gianyar,Bali,80581,-8.5278669,115.3059551
179,Catus Pata Banjar Kebon Anyar,,"Banjar Kebon Anyar, Wanagiri Kauh, Selemadeg, Tabanan, Bali, 82163",Wanagiri Kauh,Selemadeg,Tabanan,Bali,82163,-8.4101842,115.0434454
180,Catus Pata Desa Pekraman Pegubugan,,"Unnamed Road, Duda, Selat, Karangasem, Bali, 80862",Duda,Selat,Karangasem,Bali,80862,-8.4379957,115.4932843
181,CEGI,Pribadi,"Tianyar, Kubu, Karangasem, Bali, 80853",Tianyar,Kubu,Karangasem,Bali,80853,-8.2130734,115.491124
182,Celuksari Temple,,"Sudaji, Sawan, Buleleng, Bali, 81161",Sudaji,Sawan,Buleleng,Bali,81161,-8.1617522,115.1626369
183,Dadia Warga Pande Yeh Susut,Pura Dadia,"Kaliasem, Banjar, Buleleng, Bali, 81152",Kaliasem,Banjar,Buleleng,Bali,81152,-8.1948685,115.0301472
184,Dadia,Pura Dadia,"Biaung, Penebel, Tabanan, Bali, 82181",Biaung,Penebel,Tabanan,Bali,82181,-8.4035323,115.158275
185,Dadia 1 Arya Kutawaringin,Pura Dadia,"Desa Pekraman Yeh Sanih, Bukti, Kubutambahan, Buleleng, Bali, 81172",Bukti,Kubutambahan,Buleleng,Bali,81172,-8.0849362,115.2195561
186,Dadia Agung Pasek Gel-gel Desa Yehkuning,Pura Dadia,"Unnamed Road, Yeh Kuning, Jembrana, Jembrana, Bali",Yeh Kuning,Jembrana,Jembrana,Bali,0,-8.395447,114.6574069
187,Dadia Arya Kanuruhan Tangkas Kori Agung,Pura Dadia,"Tiyingtali, Abang, Karangasem, Bali, 80852",Tiyingtali,Abang,Karangasem,Bali,80852,-8.4146387,115.6125614
188,Dadia Arya Kenceng Pedawa,Pura Dadia,"Pedawa, Banjar, Buleleng, Bali, 81161",Pedawa,Banjar,Buleleng,Bali,81161,-8.2402295,115.0287213
189,Dadia Arya Kuta Waringin (Yeh Sanih),Pura Dadia,"Bukti, Kubutambahan, Bukti, Kubutambahan, Buleleng, Bali, 81172",Kubutambahan,Kubutambahan,Buleleng,Bali,81172,-8.0830622,115.2165071
190,Dadia Arya Tegeh Kori Lebah Mantung,Pura Dadia,"Sari Mekar, Buleleng, Buleleng, Bali, 81161",Sari Mekar,Buleleng,Buleleng,Bali,81161,-8.136773,115.1103529
191,Dadia Arya Tegeh Kori Lebah Mantung,Pura Dadia,"Sari Mekar, Buleleng, Buleleng, Bali, 81161",Sari Mekar,Buleleng,Buleleng,Bali,81161,-8.145733,115.1113138
192,Dadia Arya Wang Bang Pinatih Tanggahan Tengah,Pura Dadia,"Unnamed Road, Demulih, Susut, Bangli, Bali, 80661",Demulih,Susut,Bangli,Bali,80661,-8.4801194,115.3417525
193,Dadia Bandesa Manik Mas Sari Mekar,Pura Dadia,"Sari Mekar, Buleleng, Buleleng, Bali, 81161",Sari Mekar,Buleleng,Buleleng,Bali,81161,-8.1365926,115.1156725
194,Dadia Batu Jelantik,Pura Dadia,"Unnamed Road, Panji Anom, Sukasada, Buleleng, Bali, 81119",Panji Anom,Sukasada,Buleleng,Bali,81119,-8.1446146,115.072453
195,Dadia Batur Sari Telaga Beteng,Pura Dadia,"Tiyingtali, Abang, Karangasem, Bali, 80852",Tiyingtali,Abang,Karangasem,Bali,80852,-8.4141515,115.6115636
196,Dadia Bendesa Mas Sanih,Pura Dadia,"Bukti, Kubutambahan, Buleleng, Bali, 81172",Bukti,Kubutambahan,Buleleng,Bali,81172,-8.0834124,115.2236882
197,Dadia BENDESA TANGKAS KORI AGUNG,Pura Dadia,"Sepang, Busungbiu, Buleleng, Bali, 81154",Sepang,Busungbiu,Buleleng,Bali,81154,-8.3112589,114.9140837
198,Dadia Bhujangga Waisnawa Gurun Putu Widia,Pura Dadia,"Berangbang, Negara, Jembrana, Bali, 82212",Berangbang,Negara,Jembrana,Bali,82212,-8.330902,114.6130181
199,Dadia BILA SUCI KUTA BALI,Pura Dadia,"BANJAR KUTA BALI, Sibetan, Bebandem, Karangasem, Bali, 80861",Sibetan,Bebandem,Karangasem,Bali,80861,-8.4519199,115.5224285
200,Dadia Dalem Tarukan,Pura Dadia,"Nyanglan, Banjarangkan, Klungkung, Bali, 80752",Nyanglan,Banjarangkan,Klungkung,Bali,80752,-8.4625092,115.3957849
201,Dadia Dhalem Mpu Haji Bualu,Pura Dadia,"Benoa, South Kuta, Badung, Bali, 80361",Benoa,South Kuta,Badung,Bali,80361,-8.7993086,115.2194166
202,Dadia dukuh segening,Pura Dadia,"Jl. Gn. Lempuyang, Amerta Bhuana, Selat, Karangasem, Bali, 80862",Amerta Bhuana,Selat,Karangasem,Bali,80862,-8.4130557,115.4890517
203,Dadia Kebayan Tunjuk Tengah,Pura Dadia,"Tunjuk, Tabanan, Tabanan, Bali, 82181",Tunjuk,Tabanan,Tabanan,Bali,82181,-8.4692371,115.1529541
204,Dadia loka santhi pemeluk siwa muka bulakan dalem tamblingan,Pura Dadia,"Banjar Kembang Sari, Panji, Sukasada, Buleleng, Bali, 81119",Panji,Sukasada,Buleleng,Bali,81119,-8.1376968,115.0807308
205,Dadia Manikan(2),Pura Dadia,"Jl. raya besakih gembalan, Selat, Klungkung, Klungkung, Bali, 80716",Selat,Klungkung,Klungkung,Bali,80716,-8.483862,115.401898
206,Dadia Merajan Pasek Darma Semara,Pura Dadia,"Jl. Badeg Tengah, Sebudi, Selat, Karangasem, Bali, 80862",Sebudi,Selat,Karangasem,Bali,80862,-8.394175,115.4846167
207,Dadia Nangka Sari Ketewel,Pura Dadia,"Jl. Setia Budi No.77, Penarukan, Buleleng, Buleleng, Bali, 81119",Penarukan,Buleleng,Buleleng,Bali,81119,-8.1072277,115.1156963
208,Dadia Nararya Dalem Benculuk Tegeh Kori Culik,Pura Dadia,"Culik, Abang, Karangasem, Bali, 80852",Culik,Abang,Karangasem,Bali,80852,-8.3465741,115.6148103
209,Dadia paek gelgel yehkuning,Pura Dadia,"Jl. Bisma, Yeh Kuning, Jembrana, Jembrana, Bali, 82261",Yeh Kuning,Jembrana,Jembrana,Bali,82261,-8.3730464,114.6722993
210,Dadia Panasan,Pura Dadia,"Jl. Sidawa, Taman Bali, Bangli, Bangli, Bali, 80614",Taman Bali,Bangli,Bangli,Bali,80614,-8.49657,115.3454218
211,Dadia Pande Banjar Penyarikan Ds Suwug,Pura Dadia,"Jl. Raya Keloncing, Suwug, Sawan, Buleleng, Bali, 81119",Suwug,Sawan,Buleleng,Bali,81119,-8.1352141,115.1543148
212,Dadia pande selagalas,Pura Dadia,"Tiyingtali, Abang, Karangasem, Bali, 80852",Tiyingtali,Abang,Karangasem,Bali,80852,-8.4082713,115.6247624
213,Dadia Pande Telaga Beteng,Pura Dadia,"Tiyingtali, Abang, Karangasem, Bali, 80852",Tiyingtali,Abang,Karangasem,Bali,80852,-8.4146536,115.611046
214,Dadia Pande Tista,Pura Dadia,"Unnamed Road, Candikusuma, Melaya, Jembrana, Bali, 82252",Candikusuma,Melaya,Jembrana,Bali,82252,-8.2898246,114.5366219
215,Dadia Pande Tonja Tembuku,Pura Dadia,"Tembuku, Bangli, Bali, 80671",0,Tembuku,Bangli,Bali,80671,-8.4559845,115.3847315
216,"Dadia Pasek Batu Dinding, Tembuku",Pura Dadia,"Bakas,, Tembuku, Bangli, Bali, 80671",Bakas,Tembuku,Bangli,Bali,80671,-8.4567806,115.3843886
217,Dadia Pasek Bendesa,Pura Dadia,"Samplangan, Gianyar, Bali, 80512",0,Samplangan,Gianyar,Bali,80512,-8.5375309,115.3411125
218,Dadia Pasek Bendesa Manik Mas Baluk,Pura Dadia,"Baluk, Negara, Jembrana, Bali, 82218",Baluk,Negara,Jembrana,Bali,82218,-8.3562644,114.5672373
219,Dadia PASEK BENDESA TEGALBESAR,Pura Dadia,"Jl. Tegal Besar, Negari, Banjarankan, Klungkung, Bali",Negari,Banjarankan,Klungkung,Bali,0,-8.5714984,115.3746344
220,Dadia Pasek Celagi,Pura Dadia,"Jl. Erlangga, Sidembunut, Bangli, Bangli, Bali, 80613",Sidembunut,Bangli,Bangli,Bali,80613,-8.4451432,115.3669089
221,Dadia Pasek Desa Pakraman Sanih,Pura Dadia,"Bukti, Kubutambahan, Buleleng, Bali, 81172",Bukti,Kubutambahan,Buleleng,Bali,81172,-8.0838056,115.2234602
222,Dadia pasek gelgel,Pura Dadia,"Depeha, Kubutambahan, Buleleng, Bali, 81172",Depeha,Kubutambahan,Buleleng,Bali,81172,-8.1206096,115.2294129
223,Dadia Pasek Gelgel Berawantangi Tengah,Pura Dadia,"Tuwed, Melaya, Jembrana, Bali, 82252",Tuwed,Melaya,Jembrana,Bali,82252,-8.303809,114.5340606
224,Dadia Pasek Gelgel Delod Rurung Balaipunduk Kaler,Pura Dadia,"Balaipunduk Kaler, Tegallinggah, Karangasem, Karangasem, Bali, 80811",Tegallinggah,Karangasem,Karangasem,Bali,80811,-8.4260263,115.6207133
225,Dadia Pasek Gelgel Desa Pakeraman Sinalud,Pura Dadia,"Kayu Putih, Sukasada, Buleleng, Bali, 81152",Kayu Putih,Sukasada,Buleleng,Bali,81152,-8.1935394,115.0400586
226,Dadia pasek gelgel mertasari,Pura Dadia,"Jl. Gn. Raung, Loloan Timur, Jembrana, Jembrana, Bali, 82218",Loloan Timur,Jembrana,Jembrana,Bali,82218,-8.3706877,114.6224642
227,Dadia Pasek Gelgel Pegatepan Padangbulia,Pura Dadia,"Padangbulia, Sukasada, Buleleng, Bali",Padangbulia,Sukasada,Buleleng,Bali,0,-8.1571264,115.1224675
228,Dadia Pasek Gelgel Pegentengan,Pura Dadia,"Banjar, Buleleng, Bali, 81152",0,Banjar,Buleleng,Bali,81152,-8.2252895,114.9783619
229,Dadia Pasek Gelgel Sibang,Pura Dadia,"Banjar Tegeha, Banjar, Buleleng, Bali, 81152",Banjar Tegeha,Banjar,Buleleng,Bali,81152,-8.1992559,114.9690298
230,Dadia pasek gelgel yehkuning,Pura Dadia,"Jl. Parimata Jl. Banjar Tengah, Yehkuning, Selemadeg Timur, Jembrana, Bali, 82152",Yehkuning,Selemadeg Timur,Jembrana,Bali,82152,-8.4527563,115.0838822
231,"Dadia Pasek Gelgel, Banjar Lebong",Pura Dadia,"Gitgit, Sukasada, Buleleng, Bali, 81161",Gitgit,Sukasada,Buleleng,Bali,81161,-8.1780459,115.1335075
232,"Dadia Pasek Gelgel, Banjar Paketan.",Pura Dadia,"Unnamed Road, Paket Agung, Buleleng, Buleleng, Bali, 81117",Paket Agung,Buleleng,Buleleng,Bali,81117,-8.1273979,115.0951737
233,"Dadia Pasek Gelgel, Punduh Labak Kaja, Banyuning Timur",Pura Dadia,"Jl. Setia Budi Gang Sarasswati, Banyuning, Buleleng, Buleleng, Bali, 81119",Banyuning,Buleleng,Buleleng,Bali,81119,-8.1126922,115.1114729
234,Dadia Pasek Kubayan Desa Tangguwisia,Pura Dadia,"Jl Tanggubaya Gg. Melati No.4, Tangguwisia, Seririt, Buleleng, Bali, 81152",Tangguwisia,Seririt,Buleleng,Bali,81152,-8.1975681,114.9511642
235,Dadia Pasek Padang Subadra,Pura Dadia,"Banjar adat yehpanes, Patas, Gerokgak, Buleleng, Bali, 81155",Patas,Gerokgak,Buleleng,Bali,81155,-8.200818,114.8101129
236,Dadia Pasek PadangSubadra,Pura Dadia,"Duda Timur, Selat, Karangasem, Bali, 80862",Duda Timur,Selat,Karangasem,Bali,80862,-8.4484213,115.5008249
237,Dadia Pasek Pegatepan desa Pedawa,Pura Dadia,"Jl. Pedawa - Gobleg, Pedawa, Banjar, Buleleng, Bali, 81161",Pedawa,Banjar,Buleleng,Bali,81161,-8.2375916,115.0264576
238,Dadia Pegatepan Gelgel Klungkung,Pura Dadia,"Unnamed Road, Selat, Sukasada, Buleleng, Bali, 81161",Selat,Sukasada,Buleleng,Bali,81161,-8.1719939,115.0659651
239,Dadia Pitu Mumbul,Pura Dadia,"Jungutan, Bebandem, Karangasem, Bali, 80861",Jungutan,Bebandem,Karangasem,Bali,80861,-8.4301441,115.5417269
240,Dadia PRATI SENTANA SIRA ARYA KUBON TUBUH,Pura Dadia,"Gg. Melati, Sambirenteng, Tejakula, Buleleng, Bali, 81173",Sambirenteng,Tejakula,Buleleng,Bali,81173,-8.1452714,115.395451
241,Dadia Pulasari gembalan,Pura Dadia,"Unnamed Road, Selat, Klungkung, Klungkung, Bali, 80716",Selat,Klungkung,Klungkung,Bali,80716,-8.4840096,115.4016938
242,Dadia Ratu Dukuh Tektek,Pura Dadia,"Jl. Watukaru, Tembuku, Bangli, Bali, 80671",Jl. Watukaru,Tembuku,Bangli,Bali,80671,-8.4549225,115.3856866
243,Dadia Siwa Dharma Kerti,Pura Dadia,"Silangjana, Sukasada, Buleleng, Bali, 81161",Silangjana,Sukasada,Buleleng,Bali,81161,-8.1680456,115.1548093
244,Dadia Sri Karang Buncing,Pura Dadia,"Banjar Longsegeha, Desa, Pegadungan, Sukasada, Buleleng, Bali, 81161",Pegadungan,Sukasada,Buleleng,Bali,81161,-8.154147,115.1325897
245,Dadia TANGKAS KORI AGUNG-baluk,Pura Dadia,"Banjar.Dinas pura, Kaliasem, Banjar, Buleleng, Bali, 81152",Kaliasem,Banjar,Buleleng,Bali,81152,-8.1931678,115.0362482
246,Dadia TANGKAS KORI AGUNG BEBETIN,Pura Dadia,"BD DESA, Bebetin, Sawan, Buleleng, Bali, 81171",Bebetin,Sawan,Buleleng,Bali,81171,-8.1645177,115.203737
247,Dadia Toya Muncar,Pura Dadia,"Jungutan, Bebandem, Karangasem, Bali, 80861",Jungutan,Bebandem,Karangasem,Bali,80861,-8.4257849,115.5404764
248,Dadia Tutuan Den Bukit,Pura Dadia,"Jl. AA Pandji Tisna, Kaliasem, Banjar, Buleleng, Bali, 81152",Kaliasem,Banjar,Buleleng,Bali,81152,-8.1777362,115.0281423
249,Dadia Wang Bhang Manik Angkeran delod margi,Pura Dadia,"Temesi, Gianyar, Bali, 80515",0,Temesi,Gianyar,Bali,80515,-8.5426508,115.3511634
250,Dadia Wisuda Padang Rata,Pura Dadia,"Muncan, Selat, Karangasem, Bali, 80862",Muncan,Selat,Karangasem,Bali,80862,-8.4226079,115.4468693
251,Dadie Bendesa Mas,Pura Dadia,"Dsn. Dawan desa, Kalianget, Seririt, Buleleng, Bali, 81152",Kalianget,Seririt,Buleleng,Bali,81152,-8.2014312,114.9600483
252,Dadie Eka Wasana,Pura Dadia,"Pelapuan, Busungbiu, Buleleng, Bali, 81154",Pelapuan,Busungbiu,Buleleng,Bali,81154,-8.270695,115.00192
253,Dadie ibu,Pura Dadia,"Besakih, Rendang, Karangasem, Bali, 80863",Besakih,Rendang,Karangasem,Bali,80863,-8.3748592,115.4503226
254,Dadie Pande Alit abian kaje rock city,Pura Dadia,"Bengkala, Kubutambahan, Buleleng, Bali, 81171",Bengkala,Kubutambahan,Buleleng,Bali,81171,-8.0907955,115.1676141
255,Dadie pasek ceroring,Pura Dadia,"Jungutan, Bebandem, Karangasem, Bali, 80861",Jungutan,Bebandem,Karangasem,Bali,80861,-8.4321185,115.5286341
256,Dadie Pasek Gelgel Pura Besakih,Pura Dadia,"pura dadie pasek gel gel, Pempatan, Rendang, Karangasem, Bali, 80863",Pempatan,Rendang,Karangasem,Bali,80863,-8.3724417,115.4528245
257,Dadie Pasek Gelgel Sibang,Pura Dadia,"Banjar Tegeha, Banjar, Buleleng, Bali, 81152",Banjar Tegeha,Banjar,Buleleng,Bali,81152,-8.2001784,114.9709012
258,Dadya Arya Sentong,Pura Dadia,"Patemon, Seririt, Buleleng, Bali, 81153",Patemon,Seririt,Buleleng,Bali,81153,-8.202057,114.9278434
259,Dadya Dalem Blambangan,Pura Dadia,"Patemon, Seririt, Buleleng, Bali, 81153",Patemon,Seririt,Buleleng,Bali,81153,-8.2066454,114.9269133
260,Dadya Dharma Laksana,Pura Dadia,"Lokapaksa, Seririt, Buleleng, Bali, 81153",Lokapaksa,Seririt,Buleleng,Bali,81153,-8.2075693,114.9240625
261,Dadya Dharma Sandhi,Pura Dadia,"Lokapaksa, Seririt, Buleleng, Bali, 81153",Lokapaksa,Seririt,Buleleng,Bali,81153,-8.2052253,114.9206088
262,Dadya Dharma Utama,Pura Dadia,"Lokapaksa, Seririt, Buleleng, Bali, 81153",Lokapaksa,Seririt,Buleleng,Bali,81153,-8.207883,114.9239393
263,Dadya Dwityam Mandala Asak,Pura Dadia,"Pertima, Karangasem, Karangasem, Bali, 80811",Pertima,Karangasem,Karangasem,Bali,80811,-8.4674099,115.5915906
264,Dadya Jro Ambengan,Pura Dadia,"Jalan Pucak Sari, Lokapaksa, Seririt, Buleleng, Bali, 81153",Lokapaksa,Seririt,Buleleng,Bali,81153,-8.2086155,114.9241098
265,Dadya Kertha Sari,Pura Dadia,"Unnamed Road, Tri Buana, Abang, Karangasem, Bali, 80852",Tri Buana,Abang,Karangasem,Bali,80852,-8.4002932,115.623817
266,Dadya Kubayan Sudaji,Pura Dadia,"Sudaji, Sawan, Buleleng, Bali, 81171",Sudaji,Sawan,Buleleng,Bali,81171,-8.1522135,115.1645336
267,Dadya Pangeran Tangkas Kori Agung Desa Bila,Pura Dadia,"Jl. Gn. Batur, Bila, Kubutambahan, Buleleng, Bali, 81172",Bila,Kubutambahan,Buleleng,Bali,81172,-8.125641,115.190776
268,Dadya Pasek Deka Sentana,Pura Dadia,"Jl. Swadaya, Mekarsari, Baturiti, Tabanan, Bali, 82191",Mekarsari,Baturiti,Tabanan,Bali,82191,-8.3646317,115.1966279
269,Dadya Pasek Dukuh,Pura Dadia,"Wanagiri, Sukasada, Buleleng, Bali, 81161",Wanagiri,Sukasada,Buleleng,Bali,81161,-8.2100914,115.1261991
270,Dadya Pasek Gaduh Baluk II,Pura Dadia,"Baluk, Negara, Jembrana, Bali, 82218",Baluk,Negara,Jembrana,Bali,82218,-8.350172,114.5915895
271,Dadya Pasek Gelgel,Pura Dadia,"Banjar Dinas Sekaan, Undisan, Tembuku, Bangli, Bali, 80671",Undisan,Tembuku,Bangli,Bali,80671,-8.4364959,115.3948861
272,Dadya Pasek Gelgel Bayad,Pura Dadia,"Tajun, Kubutambahan, Buleleng, Bali, 81173",Tajun,Kubutambahan,Buleleng,Bali,81173,-8.1509462,115.2570869
273,Dadya Pasek Gelgel Ds Bontihing Banjar Kawanan,Pura Dadia,"Bontihing, Kubutambahan, Buleleng, Bali, 81172",Bontihing,Kubutambahan,Buleleng,Bali,81172,-8.1431959,115.1981283
274,Dadya Pasek Kayu Selem Tukad Sumaga,Pura Dadia,"Unnamed Road, Tukad Sumaga, Gerokgak, Buleleng, Bali, 81155",Tukad Sumaga,Gerokgak,Buleleng,Bali,81155,-8.2212214,114.8559237
275,Dadya Pasek Tohjiwa,Pura Dadia,"Dusun Dawan, Desa, Kalianget, Seririt, Buleleng, Bali, 81153",Kalianget,Seririt,Buleleng,Bali,81153,-8.2015891,114.960623
276,Dadya Pulasari Sepang,Pura Dadia,"Unnamed Road, Sepang, Busungbiu, Buleleng, Bali, 81154",Sepang,Busungbiu,Buleleng,Bali,81154,-8.3099661,114.9135616
277,Dadya Sanattana Dharma,Pura Dadia,"Jl. Puncak Sari, Lokapaksa, Seririt, Buleleng, Bali, 81153",Lokapaksa,Seririt,Buleleng,Bali,81153,-8.2077216,114.9230791
278,Dadya Satria Bangbang Bangun Sakti,Pura Dadia,"Cempaga, Bangli, Bangli, Bali, 80613",Cempaga,Bangli,Bangli,Bali,80613,-8.4381656,115.3702336
279,Dadya Satrya Dalem Samprangan,Pura Dadia,"Jl. Kakyang Cunguh, Yeh Embang Kauh, Mendoyo, Jembrana, Bali, 82261",Yeh Embang Kauh,Mendoyo,Jembrana,Bali,82261,-8.3674221,114.7620784
280,Dadya Taman Sari,Pura Dadia,"Desa Pakraman Angkah, Angkah, Selemadeg Barat, Tabanan, Bali, 82162",Angkah,Selemadeg Barat,Tabanan,Bali,82162,-8.4752882,115.0045016
281,Dadya Taman Sari,Pura Dadia,"Padangbulia, Sukasada, Buleleng, Bali, 81161",Padangbulia,Sukasada,Buleleng,Bali,81161,-8.1604416,115.1285715
282,Dadya Taman Sari,Pura Dadia,"Angkah, West Selemadeg, Tabanan, Bali, 82162",Angkah,West Selemadeg,Tabanan,Bali,82162,-8.4625097,115.0165615
283,Dadya Tangkas Kori Agung,Pura Dadia,"Bukti, Kubutambahan, Buleleng, Bali, 81172",Bukti,Kubutambahan,Buleleng,Bali,81172,-8.0830989,115.2237752
284,Dadye Pasek Gelgel Pegatepan,Pura Dadia,"Kintamani, Bangli, Bali, 80652",0,Kintamani,Bangli,Bali,80652,-8.2867908,115.3258086
285,Dalam Tunon Angseri Temple,,"Unnamed Road, Angseri, Baturiti, Tabanan, Bali, 82191",Angseri,Baturiti,Tabanan,Bali,82191,-8.3605573,115.1647472
286,Dalem Agung Pura Kawitan Shri Nararya Kreshna Kepakisan,Pura Kawitan,"Gelgel, Klungkung, Klungkung, Bali, 80761",Gelgel,Klungkung,Klungkung,Bali,80761,-8.5618007,115.4208649
287,Dalem Bija Temple,,"Mambal, Abiansemal, Badung, Bali, 80352",Mambal,Abiansemal,Badung,Bali,80352,-8.5325258,115.2304248
288,Dalem Keramas Shri Nararya Kreshna Kepakisan,,"Jl. Legong Keraton, Undisan, Tembuku, Bangli, Bali, 80671",Undisan,Tembuku,Bangli,Bali,80671,-8.448653,115.3950021
289,Dalem Kupa Entrance,,"Nongan, Rendang, Karangasem, Bali, 80863",Nongan,Rendang,Karangasem,Bali,80863,-8.4355799,115.4162716
290,Dalem Lebah Temple / Pura Dalem Lebah,,"Jl. Desa Abuan, Abuan, Susut, Bangli, Bali, 80661",Abuan,Susut,Bangli,Bali,80661,-8.4665948,115.3382016
291,Dalem Penatih,,"Jl. Muku, Rendang, Karangasem, Bali, 80863",0,Rendang,Karangasem,Bali,80863,-8.4280511,115.4194403
292,Dalem Pingit Tangkas Kori Agung Tanggahan Tengah,,"Tanggahan Tengah, Demulih, Susut, Bangli, Bali, 80661",Demulih,Susut,Bangli,Bali,80661,-8.4785426,115.3423322
293,Dalem Pingit Temple,,"Elephant Park Rd, Taro, Tegallalang, Gianyar, Bali, 80561",Taro,Tegallalang,Gianyar,Bali,80561,-8.3912389,115.2846221
294,Dalem Poh Tegeh,,"Suter, Kintamani, Bangli, Bali, 80652",Suter,Kintamani,Bangli,Bali,80652,-8.3384172,115.4034795
295,Dalem Tarukan,,"Antiga, Manggis, Karangasem, Bali, 80871",Antiga,Manggis,Karangasem,Bali,80871,-8.5068732,115.4955395
296,Dalem Temple Wisma Kerta,,"Jl. Baratayuda, Wismakerta, Sidemen, Karangasem, Bali, 80864",Wismakerta,Sidemen,Karangasem,Bali,80864,-8.4976768,115.4217353
297,"Dalem Temple, Kuwum",,"Kuwum, Mengwi, Badung, Bali, 80351",Kuwum,Mengwi,Badung,Bali,80351,-8.4549522,115.1878705
298,Danghyang Manik Angkeran,,"Alasangker, Buleleng, Buleleng, Bali, 81119",Alasangker,Buleleng,Buleleng,Bali,81119,-8.139123,115.129943
299,Danu raja,,"Desa Mancingan, Manukaya, Tampaksiring, Gianyar, Bali, 80552",Manukaya,Tampaksiring,Gianyar,Bali,80552,-8.4223409,115.3175412
